Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,SOAP listarMusicas,2184,0,10,16.18320228938471,6.201799998962088,356.82960000121966,609641.0,36.81691519981642,0.0,10,13,15,17,22,32,42,310,330,360,360
POST,SOAP listarPlaylists,1295,0,7,11.142052277965556,4.050599998663529,328.4070999998221,374941.0,21.83054266655781,0.0,7,9,10,11,16,24,37,44,330,330,330
POST,SOAP listarUsuarios,883,0,4,5.932146659152839,1.9511999998940155,40.827700000590994,108053.0,14.885227161830539,0.0,4,5,7,8,11,17,28,33,41,41,41
,Aggregated,4362,0,8,12.611452773960007,1.9511999998940155,356.82960000121966,438426.2581384686,73.53268502820477,0.0,8,10,12,14,19,27,37,49,330,360,360
