Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,SOAP buscarMusica,458,0,2,2.7758096050934697,1.6180999809876084,14.591600047424436,299.72489082969435,7.8344470119243965,0.0,2,3,3,3,4,6,8,10,15,15,15
POST,SOAP buscarUsuario,76,0,2,2.9237486826451984,1.6713000368326902,10.949700023047626,286.92105263157896,1.3000392421533933,0.0,2,3,3,3,4,7,10,11,11,11,11
POST,SOAP criarMusica,136,0,3,4.24436250314637,2.427399973385036,27.946699992753565,283.75,2.3263860122744933,0.0,3,4,4,4,6,9,12,16,28,28,28
POST,SOAP listarMusicas,677,0,4,5.686214330064152,2.7312999591231346,663.5190000524744,81798.64549483014,11.580612722866412,0.0,4,4,5,5,6,10,14,15,660,660,660
POST,SOAP listarMusicasPlaylist,411,0,2,5.960324821073716,1.5784000279381871,646.5317999245599,672.1192214111923,7.0304753753295355,0.0,2,3,3,3,4,6,9,10,650,650,650
POST,SOAP listarPlaylists,238,0,3,8.789301265379367,1.9591000163927674,663.7031999416649,17825.0,4.071175521480363,0.0,3,3,3,4,5,8,12,15,660,660,660
POST,SOAP listarUsuarios,151,0,3,3.010379470459229,1.84599997010082,11.026700027287006,7619.0,2.5829727048047686,0.0,3,3,3,3,5,6,8,9,11,11,11
,Aggregated,2147,0,3,5.084508897790458,1.5784000279381871,663.7031999416649,28525.576618537496,36.72610859083336,0.0,3,4,4,4,5,8,11,14,650,660,660
