Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,GQL listarMusicas,2352,0,24,30.36373699076797,15.01910004299134,412.78769995551556,538925.0,39.67522377663968,0.0,24,26,27,28,33,39,200,290,410,410,410
POST,GQL listarPlaylists,1418,0,9,13.028348025413328,5.6096999906003475,354.5564999803901,173667.0,23.919841545610147,0.0,9,10,10,11,13,15,27,200,350,350,350
POST,GQL listarUsuarios,943,0,4,8.162004244168143,2.7310000732541084,373.50440002046525,47592.0,15.907200689358513,0.0,4,5,5,5,6,7,13,220,370,370,370
,Aggregated,4713,0,17,20.70580880640206,2.7310000732541084,412.78769995551556,330721.5493316359,79.50226601160834,0.0,17,21,24,25,29,34,84,250,410,410,410
