Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
gRPC,CreateMusic,133,0,2.119000011589378,3.162425563931535,2.119000011589378,14.57890000892803,0.0,2.2504523395936817,0.0,2,3,3,3,3,10,14,14,15,15,15
gRPC,GetMusic,500,0,2,1.983281600259943,1.259500000742264,30.733999999938533,0.0,8.460347141329631,0.0,2,2,2,2,2,4,9,10,31,31,31
gRPC,GetUser,80,0,1.2636000028578565,1.8956425015858258,1.2636000028578565,12.570899998536333,0.0,1.3536555426127408,0.0,1,2,2,2,2,5,11,13,13,13,13
gRPC,ListMusics,656,0,2,2.1619283536382703,1.2778000091202557,33.545199999934994,0.0,11.099975449424475,0.0,2,2,2,2,2,9,10,14,34,34,34
gRPC,ListPlaylistMusics,423,0,2,2.136798108861579,1.3999999937368557,29.165400002966635,0.0,7.157453681564867,0.0,2,2,2,2,2,3,10,11,29,29,29
gRPC,ListPlaylists,247,0,1,1.5075692309227844,0.9955999994417652,14.679200001410209,0.0,4.179411487816838,0.0,1,1,1,1,2,2,8,12,15,15,15
gRPC,ListUsers,154,0,1,1.8949337662144734,0.9446000040043145,15.03089998732321,0.0,2.605786919529526,0.0,1,1,1,1,2,9,13,13,15,15,15
,Aggregated,2193,0,2,2.0748631100455275,0.9446000040043145,33.545199999934994,0.0,37.107082561871756,0.0,2,2,2,2,2,5,10,13,29,34,34
