Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,GQL criarMusica,612,0,3,4.321184640181908,2.1664000232703984,31.911799975205213,36.0,10.328195862240543,0.0,3,4,4,5,6,7,24,27,32,32,32
POST,GQL musica(id),1962,0,2,2.9778173803299604,1.3753000239375979,37.18390001449734,79.40265035677879,33.110980852477034,0.0,2,3,3,3,4,5,20,24,31,37,37
POST,GQL musicas,2604,0,18,20.288226459654243,12.582100025610998,81.7768000124488,520580.0937019969,43.94546082561172,0.0,18,20,22,23,28,34,52,64,80,82,82
POST,GQL musicasDaPlaylist,1616,0,2,3.039422772741487,1.4093999925535172,35.16450000461191,1314.6435643564357,27.271837440164568,0.0,2,3,3,3,4,5,15,23,32,35,35
POST,GQL playlists,1018,0,7,8.56758939066384,5.1629999943543226,46.31639999570325,174113.0,17.179907496341293,0.0,7,8,9,10,12,15,29,33,44,46,46
POST,GQL usuario(id),315,0,2,3.1230888885652854,1.4084999857004732,28.316800016909838,67.99047619047619,5.3159831643885145,0.0,2,3,3,3,4,6,20,24,28,28,28
POST,GQL usuarios,631,0,4,4.761395879226726,2.555200015194714,32.883500010939315,47776.0,10.648842465806833,0.0,4,4,5,5,6,8,22,27,33,33,33
,Aggregated,8758,0,4,9.013394770618238,1.3753000239375979,81.7768000124488,178728.9284083124,147.8012081070305,0.0,4,9,15,17,21,26,33,41,77,82,82
